ENSEMBL_ID	GENE_SYMBOL	DESCRIPTION	Prot_log2FC_25_KD	Prot_FDR_25_KD	Prot_log2FC_68_KD	Prot_FDR_68_KD	Prot_log2FC_25_OE	Prot_FDR_25_OE	Prot_log2FC_68_OE	Prot_FDR_68_OE	RNA_log2FC_25_KD	RNA_FDR_25_KD	RNA_log2FC_68_KD	RNA_FDR_68_KD	RNA_log2FC_25_OE	RNA_FDR_25_OE	RNA_log2FC_68_OE	RNA_FDR_68_OE	CFIm_Target
ENSG00000102158	MAGT1	magnesium transporter 1	-0.071331746	0.999980048	-0.097513174	0.991489164	0.241799478	0.55052427	0.350748653	0.497312502	0.08675313	0.359015246	-0.018693224	0.810668248	-0.152088385	0.101303096	0.251056624	0.004590577	1
ENSG00000102781	KATNAL1	katanin catalytic subunit A1 like 1	0.241014043	0.999980048	0.218805976	0.892417731	NA	NA	NA	NA	-0.153138503	0.052675746	-0.270499955	8.85E-07	-0.777508325	1.38E-21	0.185730334	0.022057802	1
ENSG00000103353	UBFD1	ubiquitin family domain containing 1	-0.015534401	0.999980048	-0.022894973	0.950096205	-0.009160226	0.947335748	0.095966247	0.887822652	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase	0.318529562	0.999980048	0.21562223	0.937693518	-0.174127133	0.2265996	-0.32193488	0.019108038	-0.025657429	0.832957252	0.296186121	0.000274062	-0.542047186	8.70E-06	-0.060912389	0.706011003	1
ENSG00000104312	RIPK2	receptor interacting serine/threonine kinase 2	-0.023875535	0.999980048	-0.052559382	0.937693518	NA	NA	NA	NA	0.212683494	0.031099179	0.224691419	0.003515272	0.520005315	4.81E-09	-0.027537241	0.873490961	1
ENSG00000104356	POP1	"POP1 homolog, ribonuclease P/MRP subunit"	0.002930977	0.999980048	0.063328025	0.964382494	-0.060586642	0.429690769	-0.171530285	0.050528778	0.512097129	1.05E-08	0.581298692	9.86E-20	-0.503270316	1.50E-07	-0.144328317	0.175276226	1
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	0.175161445	0.999980048	0.120087638	0.937693518	-0.015964959	0.518267841	-0.058047744	0.271054662	-0.099434824	0.422780223	-0.387660552	5.54E-06	-0.197235055	0.081883458	-0.059062284	0.720297468	1
ENSG00000104413	ESRP1	epithelial splicing regulatory protein 1	NA	NA	NA	NA	-0.596520394	0.00289811	-0.299467102	0.008026262	0.163881722	0.092969604	0.223587541	0.001402924	-0.80452114	1.26E-16	-0.527917314	3.31E-08	1
ENSG00000104447	TRPS1	transcriptional repressor GATA binding 1	-0.222401409	0.999980048	-0.104897461	0.937693518	-0.2326246	0.120805357	0.074315376	0.260205459	-0.187913464	0.052148851	0.180766048	0.016326696	-0.27943487	0.006086064	-0.03250093	0.82315764	1
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	NA	NA	NA	NA	NA	NA	NA	NA	0.532893061	1.16E-07	0.706391167	8.70E-22	-0.267996333	0.016547217	-0.091584526	0.549781549	1
ENSG00000105339	DENND3	DENN domain containing 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.297213577	0.197401293	-0.239645526	0.223834504	-0.825913082	0.000237842	-0.159304746	0.595143109	1
ENSG00000105778	AVL9	AVL9 cell migration associated	NA	NA	NA	NA	-0.037135966	0.635422667	0.049989427	0.437629573	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000105829	BET1	Bet1 golgi vesicular membrane trafficking protein	0.095314572	0.999980048	0.296438155	0.937693518	0.067436092	0.275918699	-0.34292453	0.191039145	0.700641163	3.39E-08	0.671599184	1.73E-11	0.697552708	1.19E-08	-0.350582828	0.029401702	1
ENSG00000105879	CBLL1	Cbl proto-oncogene like 1	-0.187139774	0.999980048	-0.253660135	0.937693518	-0.031090079	0.621890453	-0.187275017	0.059375805	0.442491319	0.000218029	0.353123891	0.00018731	0.680851563	4.75E-10	-0.238381789	0.102850524	1
ENSG00000105974	CAV1	caveolin 1	-0.210542414	0.999980048	-0.060482087	0.940705097	0.24645148	0.150691955	-0.083395163	0.87602589	0.526620807	7.57E-07	0.363711374	3.06E-05	0.272272991	0.024309688	-0.507083588	4.38E-05	1
ENSG00000106070	GRB10	growth factor receptor bound protein 10	-0.05215455	0.999980048	0.016816945	0.940705097	0.008205365	0.947454946	-0.967771346	0.010170943	0.195108399	0.012928014	-0.018492728	0.769739143	0.724092751	3.32E-25	0.055056348	0.580048267	1
ENSG00000106355	LSM5	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"	NA	NA	NA	NA	0.086620702	0.418842485	-0.094475823	0.376350662	0.097263838	0.230002551	0.066283328	0.23608863	-0.071488963	0.378910473	0.204339669	0.015231909	1
ENSG00000106415	GLCCI1	glucocorticoid induced 1	-0.0264432	0.999980048	0.019850694	0.94228526	NA	NA	NA	NA	0.071967546	0.873316712	-0.122301597	0.637681516	0.453751707	0.079406027	-0.114177383	0.812983688	1
ENSG00000106609	TMEM248	transmembrane protein 248	NA	NA	NA	NA	NA	NA	NA	NA	0.23016066	0.007665496	0.568574145	3.67E-22	-0.385078412	3.03E-05	0.041075826	0.741301721	1
ENSG00000106771	TMEM245	transmembrane protein 245	0.040422222	0.999980048	0.205992208	0.937693518	-0.411168862	0.064962314	0.334464106	0.25763227	0.27580724	1.18E-05	0.392155882	4.01E-19	-0.449831925	5.51E-11	-0.061740469	0.446190584	1
ENSG00000107290	SETX	senataxin	0.004097592	0.999980048	0.004114012	0.964885823	0.189909204	0.051806395	0.128464706	0.226676221	-0.43778076	1.97E-10	-0.432262346	1.60E-17	-0.138152568	0.080937167	-0.028113753	0.786439907	1
ENSG00000107929	LARP4B	La ribonucleoprotein 4B	-0.125775327	0.999980048	-0.128812367	0.937693518	0.057293772	0.464508743	-0.008197194	0.988512029	-0.244501612	0.00128374	-0.338903954	6.15E-10	0.08360011	0.323404491	0.150543157	0.064093669	1
ENSG00000108010	GLRX3	glutaredoxin 3	-0.005110863	0.999980048	0.117352223	0.973339425	-0.013267561	0.74158218	0.147475563	0.818108502	-0.085468911	0.253158637	-0.079822351	0.132166529	-0.019795936	0.818215963	0.039638461	0.681868721	1
ENSG00000108510	MED13	mediator complex subunit 13	-0.076802841	0.999980048	0.02018498	0.959585039	NA	NA	NA	NA	0.210553785	0.023872493	0.074036115	0.355742519	0.315086327	0.00263519	-0.22973958	0.033754624	1
ENSG00000108666	C17orf75	chromosome 17 open reading frame 75	-0.219333945	0.999980048	-0.089198694	0.941183551	-0.200422701	0.14229869	0.081425644	0.267462133	0.048441425	0.563310865	0.046370599	0.441841934	0.473024727	6.04E-12	-0.120286207	0.148941087	1
ENSG00000109332	UBE2D3	ubiquitin conjugating enzyme E2 D3	0.377309636	0.999980048	0.394638373	0.937693518	0.015112587	0.941899035	0.169914092	0.446597018	0.001847282	0.994050163	0.145158547	0.002141289	0.051370148	0.504313498	-0.042257703	0.674675557	1
ENSG00000109436	TBC1D9	TBC1 domain family member 9	0.451229397	0.999980048	0.496153678	0.420440621	NA	NA	NA	NA	0.59399219	1.73E-17	1.068019991	2.26E-104	0.116484533	0.163971999	0.041989828	0.699087938	1
ENSG00000109685	NSD2	nuclear receptor binding SET domain protein 2	0.01615183	0.999980048	-0.01973443	0.937693518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000109787	KLF3	Kruppel like factor 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.062839332	0.680767206	0.286877318	0.004319884	-0.027212861	0.903606458	-0.005399081	0.994135126	1
ENSG00000110315	RNF141	ring finger protein 141	NA	NA	NA	NA	NA	NA	NA	NA	-0.00637878	0.969507006	-0.359480986	1.47E-10	0.147444368	0.092574192	0.156282613	0.07438177	1
ENSG00000110713	NUP98	nucleoporin 98 and 96 precursor	-0.059960746	0.999980048	0.022529485	0.937693518	-0.057922414	0.701380825	-0.032436023	0.921623806	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000110906	KCTD10	potassium channel tetramerization domain containing 10	-0.513938705	0.999980048	-0.446232066	0.937693518	0.000922356	0.478071518	0.863520687	0.018237825	0.072869418	0.665034395	0.282433187	0.015173089	-0.383316241	0.011542281	0.066750008	0.761770779	1
ENSG00000111142	METAP2	methionyl aminopeptidase 2	-0.223533092	0.999980048	-0.187866576	0.937693518	-0.441709749	0.034454854	1.364898545	0.000126537	0.252636667	5.47E-05	0.051387013	0.284885951	0.027930908	0.745829132	0.094976037	0.204645197	1
ENSG00000111142.1	METAP2	methionyl aminopeptidase 2 - isoform	-0.223533092	0.999980048	-0.187866576	0.937693518	-0.483929984	0.130902141	0.99253294	0.000374749	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000111358	GTF2H3	general transcription factor IIH subunit 3	0.162068788	0.999980048	0.123685461	0.937693518	-0.10924257	0.795966207	0.00878289	0.530024602	0.376514227	8.53E-08	0.332720412	3.92E-11	0.429846552	3.00E-09	0.212313892	0.006199626	1
ENSG00000111711	GOLT1B	golgi transport 1B	NA	NA	NA	NA	NA	NA	NA	NA	0.69393013	2.15E-08	0.743037643	2.76E-14	0.357717015	0.007816608	0.022206202	0.951681666	1
ENSG00000111785	RIC8B	RIC8 guanine nucleotide exchange factor B	NA	NA	NA	NA	-0.30548405	0.199681775	-0.144359036	0.390642316	-0.100834593	0.386909191	0.085120477	0.337951774	0.070179421	0.545317715	0.052352314	0.725744326	1
ENSG00000111875	ASF1A	anti-silencing function 1A histone chaperone	-0.151072818	0.999980048	-0.06500087	0.971953827	0.172297395	0.207746499	0.454318248	0.009650317	-0.200788564	0.041329376	-0.199727475	0.006276056	-0.059703662	0.577908704	-0.159306457	0.149827601	1
ENSG00000111885	MAN1A1	mannosidase alpha class 1A member 1	-0.092911033	0.999980048	0.047846139	0.937693518	0.042173328	0.751937417	0.167295636	0.643316367	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000112096	SOD2	superoxide dismutase 2	0.767025976	0.999980048	0.932349988	0.854058339	-0.11149942	0.285776642	-0.302053208	0.314111361	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000112294	ALDH5A1	aldehyde dehydrogenase 5 family member A1	-0.014767355	0.999980048	0.147756621	0.937693518	-0.180103907	0.144920439	-0.229813599	0.055147436	0.479684546	7.64E-11	0.699231282	6.09E-39	-0.198912579	0.017148699	-0.174701958	0.046634074	1
ENSG00000112305	SMAP1	small ArfGAP 1	-0.285850919	0.999980048	-0.061513049	0.985164469	-0.136501966	0.338876984	0.327163283	0.154947819	-0.354005422	3.84E-06	-0.118135657	0.050404342	-0.277369522	0.000399157	-0.05092508	0.626428245	1
ENSG00000112319	EYA4	EYA transcriptional coactivator and phosphatase 4	-0.272369876	0.999980048	-0.210157069	0.937693518	0.053354453	0.275918699	-0.092441566	0.338724699	0.175090334	0.406748789	0.197423559	0.191625033	0.265382995	0.170865499	-0.117919049	0.642266148	1
ENSG00000112394	SLC16A10	solute carrier family 16 member 10	-0.159389197	0.999980048	0.089881705	0.941194499	0.39521781	0.085870785	0.312705275	0.092823218	0.01252448	0.9462298	-0.020868565	0.830700824	-0.339756798	0.000655401	-0.023723853	0.888787935	1
ENSG00000112874	NUDT12	nudix hydrolase 12	-0.030090106	0.999980048	-0.012211483	0.937693518	0.065518354	0.388996968	0.086852282	0.341151306	-0.489331244	2.02E-11	-0.707213771	5.08E-42	0.397632111	1.79E-07	0.039972071	0.701564564	1
ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	-0.085451348	0.999980048	0.09081966	0.98323861	-0.096044615	0.881998045	1.312289728	0.001042773	-0.10895265	0.158612222	0.413611609	9.50E-17	-1.247735319	8.39E-46	-0.059253179	0.547072428	1
ENSG00000113300	CNOT6	CCR4-NOT transcription complex subunit 6	NA	NA	NA	NA	NA	NA	NA	NA	0.103704697	0.174915215	0.119432315	0.027793269	-0.302988661	3.71E-05	0.06428834	0.506480008	1
ENSG00000113441	LNPEP	leucyl and cystinyl aminopeptidase	-0.036619008	0.999980048	-0.056846165	0.937693518	0.036041768	0.777588636	-0.040188691	0.310155839	0.723069043	1.50E-16	1.343858036	2.83E-79	0.129424538	0.300519953	0.034640635	0.822863391	1
ENSG00000113448	PDE4D	phosphodiesterase 4D	NA	NA	NA	NA	-0.081164803	0.356435922	-0.108420872	0.749858382	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000113569	NUP155	nucleoporin 155	0.158627112	0.999980048	0.071206022	0.988435495	-0.05711822	0.687935307	0.050448934	0.7948882	0.238560502	9.03E-05	0.166082241	9.99E-05	0.18594591	0.004629218	0.09806171	0.183349282	1
ENSG00000113597	TRAPPC13	trafficking protein particle complex subunit 13	0.118993036	0.999980048	0.127500651	0.937693518	0.249058276	0.74158218	0.404023097	0.242634219	0.216997179	0.133827515	0.273207057	0.01270814	0.012994979	0.981639189	0.245303976	0.124569408	1
ENSG00000113739	STC2	stanniocalcin 2	NA	NA	NA	NA	-0.047619543	0.752925457	-0.335493681	0.363891334	0.155391946	0.154480434	-0.396881547	9.60E-09	1.60234567	3.66E-99	0.544202787	6.97E-13	1
ENSG00000114126	TFDP2	transcription factor Dp-2	NA	NA	NA	NA	NA	NA	NA	NA	0.831401792	7.64E-07	0.836026355	3.36E-09	0.513760018	0.004281692	-0.19459116	0.50028261	1
ENSG00000114439	BBX	BBX high mobility group box domain containing	-0.003584371	0.999980048	-0.024887595	0.976019382	0.032681521	0.913066826	-0.217386377	0.198369356	0.596654284	6.93E-14	0.594718292	9.98E-22	0.3128725	0.000225592	-0.257260755	0.00840314	1
ENSG00000114503	NCBP2	nuclear cap binding protein subunit 2	-0.058774393	0.999980048	-0.078164439	0.949477634	-0.126727068	0.137606086	-0.120307243	0.589152611	0.346626005	4.64E-08	-0.068728885	0.180274529	0.250876871	0.000386989	-0.179800465	0.012846248	1
ENSG00000114520	SNX4	sorting nexin 4	-0.024480489	0.999980048	0.091552172	0.937693518	0.125318925	0.185979272	-0.139334915	0.259940481	0.21577945	0.001809501	0.08796099	0.117527907	0.189371051	0.014658477	-0.206427726	0.009255016	1
ENSG00000114744	COMMD2	COMM domain containing 2	-0.120049983	0.999980048	-0.035659925	0.971926496	0.061627177	0.578889147	0.141403223	0.413746589	0.186805865	0.131900755	0.113938495	0.253870898	0.149426995	0.215789341	-0.301800981	0.022367327	1
ENSG00000115524	SF3B1	splicing factor 3b subunit 1	0.037807312	0.999980048	0.070840519	0.940705097	0.094411199	0.279459997	0.0190101	0.665330731	0.017699508	0.875244936	-0.040982743	0.600242647	-0.403221123	1.10E-06	-0.137250788	0.13366705	1
ENSG00000115761	NOL10	nucleolar protein 10	-0.040935361	0.999980048	0.006899948	0.97957985	-0.045844482	0.529684374	-0.122438078	0.247135189	0.257928378	7.71E-05	0.215547953	1.18E-05	0.227479948	0.000752016	-0.323855223	1.30E-06	1
ENSG00000115827	DCAF17	DDB1 and CUL4 associated factor 17	NA	NA	NA	NA	NA	NA	NA	NA	-0.252659503	0.056500163	0.004986759	0.983473544	0.003742472	1	-0.050963549	0.797931511	1
ENSG00000115875	SRSF7	serine and arginine rich splicing factor 7	-0.237034234	0.999980048	-0.098246534	0.937693518	-0.005730126	0.767179802	-0.149316022	0.436710784	-0.3850015	3.25E-10	-0.664706042	3.66E-54	0.267565592	3.17E-05	0.130578511	0.049029587	1
ENSG00000115904	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	-0.047075864	0.999980048	0.066080998	0.937693518	0.307524336	0.14697697	0.524856596	0.009232472	-0.37227916	2.36E-08	-0.301182598	4.35E-10	0.384126919	8.15E-08	-0.213315665	0.003214702	1
ENSG00000115966	ATF2	activating transcription factor 2	NA	NA	NA	NA	-0.200200986	0.214606167	0.039583914	0.823184539	-0.025718988	0.910080242	0.541145494	3.06E-05	-0.373620713	0.042447265	-0.151323691	0.520150963	1
ENSG00000115993	TRAK2	trafficking kinesin protein 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.634701519	1.96E-21	-0.179923558	0.000239102	-0.429863161	8.82E-10	-0.135579043	0.074896181	1
ENSG00000116005	PCYOX1	prenylcysteine oxidase 1	-0.008940413	0.999980048	-0.057261546	0.997943194	-0.114395282	0.152450682	-0.045315628	0.793947038	0.214406103	0.015969003	0.349846008	3.23E-08	-0.335414941	0.000256558	-0.254234336	0.004762468	1
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	-0.008374042	0.999980048	0.047670845	0.993085067	NA	NA	NA	NA	0.097044218	0.318591996	0.040386806	0.608998585	0.063489536	0.568963144	0.03081102	0.829348788	1
ENSG00000116198	CEP104	centrosomal protein 104	-0.045767126	0.999980048	0.080429631	0.937693518	NA	NA	NA	NA	0.197896457	0.107103369	0.256200047	0.004361056	0.267134483	0.029196732	0.196807671	0.139059808	1
ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase	-0.001992301	0.999980048	0.068297187	0.937693518	0.155600953	0.511978443	0.389274838	0.232848017	-0.12779686	0.059630396	-0.242320482	8.33E-08	-0.297744435	5.53E-06	0.20265611	0.001793588	1
ENSG00000116667	C1orf21	chromosome 1 open reading frame 21	-0.02414638	0.999980048	0.146319596	0.937693518	-0.432309039	0.051806395	-0.186829804	0.180962374	0.295520526	0.001629474	0.383256566	1.66E-07	0.232191554	0.013769347	-0.031256312	0.850992931	1
ENSG00000116685	KIAA2013	KIAA2013	-0.08115318	0.999980048	0.124779421	0.937693518	-0.014306804	0.843964756	0.109642102	0.323941959	-0.219951425	0.004028717	-0.038863302	0.515853716	-0.66237611	1.15E-17	0.204480669	0.007619436	1
ENSG00000116830	TTF2	transcription termination factor 2	-0.165297465	0.999980048	-0.111919402	0.937693518	0.058190444	0.58131714	0.189722994	0.037383458	-0.328170442	7.08E-07	-0.412066714	1.73E-18	-0.168213078	0.017869452	-0.035470437	0.706428518	1
ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2	0.021032428	0.999980048	0.048090557	0.998549319	-0.00340568	0.934339778	0.267056691	0.015270209	0.291138252	1.11E-05	0.388140657	2.55E-17	0.304147535	1.44E-05	0.3081369	3.51E-06	1
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	0.352310175	0.999980048	0.296632181	0.937693518	NA	NA	NA	NA	0.444266443	2.06E-08	0.598749505	2.36E-21	0.493263797	1.54E-08	0.161018436	0.085569593	1
ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor	-0.152637737	0.999980048	-0.150965844	0.937693518	0.013959301	0.745493501	0.191811151	0.275504219	1.08348232	1.31E-07	0.682619759	0.000348334	0.348681713	0.185530769	0.293249312	0.332560329	1
ENSG00000118217	ATF6	activating transcription factor 6	-0.172150829	0.999980048	0.072557044	0.964382494	NA	NA	NA	NA	0.386402873	7.54E-09	0.581377494	1.66E-35	0.064347593	0.42952143	0.057364878	0.544413516	1
ENSG00000118257	NRP2	neuropilin 2	-0.051175005	0.999980048	-0.201641887	0.937693518	0.028403012	0.828556087	0.182951785	0.33994874	-0.410034812	0.019886307	-0.272322385	0.072716982	-0.165109653	0.381378164	-0.361089751	0.066974634	1
ENSG00000118402	ELOVL4	ELOVL fatty acid elongase 4	NA	NA	NA	NA	NA	NA	NA	NA	-0.146340163	0.04887037	-0.018287839	0.754794188	-0.159038001	0.041541586	0.032990796	0.746766615	1
ENSG00000118655	DCLRE1B	DNA cross-link repair 1B	NA	NA	NA	NA	-0.008380703	0.842796088	0.136723135	0.427515779	0.415468258	0.000445611	0.527264374	5.86E-09	0.458618596	3.82E-05	0.038995293	0.843106603	1
ENSG00000118873	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	0.001000135	0.999980048	0.135108053	0.937693518	-0.014815975	0.962463036	0.119683955	0.148536353	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000118922	KLF12	Kruppel like factor 12	-0.452728313	0.999980048	-0.336806229	0.937693518	-0.185726677	0.306799705	-0.030501655	0.879716166	-0.655741813	3.13E-15	-0.983405769	2.68E-47	0.306728294	0.000662978	0.268595944	0.00136216	1
ENSG00000118971	CCND2	cyclin D2	NA	NA	NA	NA	NA	NA	NA	NA	1.455982201	8.37E-83	2.274962316	0	0.150046667	0.12005841	-0.240395152	0.01624142	1
ENSG00000118985	ELL2	elongation factor for RNA polymerase II 2	-0.179284496	0.999980048	-0.222325958	0.937693518	NA	NA	NA	NA	0.025050904	0.774387555	-0.368689473	1.98E-13	0.305642223	4.06E-05	0.174777319	0.033850684	1
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	-0.01966164	0.999980048	-0.041044834	0.937693518	-0.080807794	0.868694032	0.04048986	0.282014201	0.015830959	0.853955381	-0.676285965	1.65E-45	-0.008766689	0.92672241	0.078358709	0.373948877	1
ENSG00000119471	HSDL2	hydroxysteroid dehydrogenase like 2	0.041202865	0.999980048	0.071091327	0.937693518	0.112526934	0.222224957	0.142994187	0.107937813	0.264200561	0.001480945	0.355470057	2.41E-09	0.069940247	0.467536521	0.046458853	0.712359596	1
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	0.046160729	0.999980048	0.100469672	0.963542738	-0.13696014	0.844698742	-0.049318985	0.819473287	-0.292831079	3.01E-05	-0.328721333	4.64E-11	0.441783572	2.38E-09	0.391668131	1.14E-08	1
ENSG00000119596	YLPM1	YLP motif containing 1	0.093985668	0.999980048	-0.007243159	0.993813174	0.238115417	0.026781744	-0.315297814	0.016665562	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000119684	MLH3	mutL homolog 3	NA	NA	NA	NA	NA	NA	NA	NA	0.105110966	0.316187429	0.239563031	0.000791531	0.37341771	6.66E-05	-0.153611356	0.175259103	1
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha	-0.079873859	0.999980048	-0.04029607	0.958093558	-0.223976416	0.041590327	-0.019734366	0.82442295	NA	NA	NA	NA	NA	NA	NA	NA	1
ENSG00000119900	OGFRL1	opioid growth factor receptor like 1	NA	NA	NA	NA	NA	NA	NA	NA	0.357380541	0.000778832	0.407546275	2.56E-07	0.217380335	0.04106446	0.037724499	0.822726186	1
ENSG00000119906	SLF2	SMC5-SMC6 complex localization factor 2	-0.025698514	0.999980048	-0.1387088	0.937693518	NA	NA	NA	NA	0.062493688	0.58128303	0.188486338	0.012244516	0.070606333	0.520150835	-0.158554808	0.136278069	1
ENSG00000119927	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial"	NA	NA	NA	NA	0.303239248	0.098688354	0.506319945	0.009436254	0.2848695	0.000608304	0.42202352	1.13E-12	0.210904062	0.012361009	-0.1044088	0.309019323	1
ENSG00000120149	MSX2	msh homeobox 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.41403161	0.190349535	-0.223731087	0.383162497	-0.659547994	0.026336108	0.373241579	0.236460615	1
